drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047626,Vitamin D deficiency,1,108,1,1089,10.0,1.41064,0.00917431
10355,Temazepam,136411,sildenafil,10002368,Anger,1,155,3,1557,3.33333,1.15164,0.00641026
10324,Tamoxifen,8640,Prednisone,10014011,Ear infection,2,139,2,1408,10.0,0.996092,0.0141844
10355,Temazepam,136411,sildenafil,10039073,Rheumatoid arthritis,2,154,6,1554,3.33333,0.812167,0.0128205
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10039073,Rheumatoid arthritis,1,108,7,1083,1.42857,1.06431,0.00917431
10355,Temazepam,136411,sildenafil,10003246,Arthritis,2,154,7,1553,2.85714,0.797374,0.0128205
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003246,Arthritis,2,107,7,1083,2.85714,0.795466,0.0183486
10324,Tamoxifen,8640,Prednisone,10012601,Diabetes mellitus,2,139,9,1401,2.22222,0.77673,0.0141844
10355,Temazepam,136411,sildenafil,10012601,Diabetes mellitus,6,150,11,1549,5.45455,0.500524,0.0384615
10324,Tamoxifen,8640,Prednisone,10000059,Abdominal discomfort,3,138,8,1402,3.75,0.671217,0.0212766
10355,Temazepam,136411,sildenafil,10000059,Abdominal discomfort,1,155,11,1549,0.909091,1.04108,0.00641026
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10000059,Abdominal discomfort,2,107,4,1086,5.0,0.860179,0.0183486
10355,Temazepam,136411,sildenafil,10028810,Nasopharyngitis,2,154,14,1546,1.42857,0.751251,0.0128205
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028810,Nasopharyngitis,3,106,12,1078,2.5,0.637632,0.0275229
10355,Temazepam,136411,sildenafil,10033425,Pain in extremity,8,148,29,1531,2.75862,0.390425,0.0512821
7781,Oxazepam,9863,Sodium Chloride,10033425,Pain in extremity,1,34,5,345,2.0,1.081,0.0285714
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033425,Pain in extremity,3,106,20,1070,1.5,0.610935,0.0275229
10355,Temazepam,136411,sildenafil,10001488,Aggression,1,155,8,1552,1.25,1.05733,0.00641026
10355,Temazepam,136411,sildenafil,10014551,Emotional disorder,2,154,3,1557,6.66667,0.909001,0.0128205
10324,Tamoxifen,8640,Prednisone,10018800,Gynaecomastia,2,139,1,1409,20.0,1.22156,0.0141844
10355,Temazepam,136411,sildenafil,10018800,Gynaecomastia,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10027599,Migraine,4,152,5,1555,8.0,0.665544,0.025641
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10027599,Migraine,3,106,4,1086,7.5,0.757127,0.0275229
10355,Temazepam,136411,sildenafil,10029883,Obesity,4,152,1,1559,40.0,1.11488,0.025641
10355,Temazepam,136411,sildenafil,10043118,Tardive dyskinesia,2,154,7,1553,2.85714,0.797374,0.0128205
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10043118,Tardive dyskinesia,3,106,3,1087,10.0,0.810293,0.0275229
10324,Tamoxifen,8640,Prednisone,10000087,Abdominal pain upper,4,137,10,1400,4.0,0.584977,0.0283688
10355,Temazepam,136411,sildenafil,10000087,Abdominal pain upper,5,151,13,1547,3.84615,0.519492,0.0320513
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10027339,Menstruation irregular,2,107,3,1087,6.66667,0.907327,0.0183486
10355,Temazepam,136411,sildenafil,10017822,Gastric ulcer,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10028154,Multi-organ failure,1,155,8,1552,1.25,1.05733,0.00641026
10355,Temazepam,136411,sildenafil,10042361,Subdural haematoma,1,155,2,1558,5.0,1.22186,0.00641026
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10042361,Subdural haematoma,1,108,1,1089,10.0,1.41064,0.00917431
10324,Tamoxifen,8640,Prednisone,10046274,Upper gastrointestinal haemorrhage,1,140,1,1409,10.0,1.41145,0.0070922
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10064294,Drug dose omission,1,108,5,1085,2.0,1.09083,0.00917431
10355,Temazepam,136411,sildenafil,10013395,Disorientation,1,155,9,1551,1.11111,1.05074,0.00641026
1808,Bumetanide,7824,Oxytocin,10013395,Disorientation,1,13,1,139,10.0,1.38616,0.0714286
161,Acetaminophen,1546438,glycopyrronium,10013395,Disorientation,3,20,1,229,30.0,1.1338,0.130435
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013395,Disorientation,1,108,5,1085,2.0,1.09083,0.00917431
10355,Temazepam,136411,sildenafil,10024855,Loss of consciousness,3,153,7,1553,4.28571,0.684937,0.0192308
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024855,Loss of consciousness,1,108,10,1080,1.0,1.04399,0.00917431
10355,Temazepam,136411,sildenafil,10041349,Somnolence,3,153,15,1545,2.0,0.626856,0.0192308
161,Acetaminophen,1546438,glycopyrronium,10041349,Somnolence,3,20,2,228,15.0,0.886288,0.130435
10355,Temazepam,136411,sildenafil,10039203,Road traffic accident,1,155,1,1559,10.0,1.41172,0.00641026
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10039203,Road traffic accident,1,108,4,1086,2.5,1.11351,0.00917431
10355,Temazepam,136411,sildenafil,10010305,Confusional state,3,153,22,1538,1.36364,0.609702,0.0192308
1808,Bumetanide,7824,Oxytocin,10010305,Confusional state,1,13,3,137,3.33333,1.12016,0.0714286
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10010305,Confusional state,1,108,11,1079,0.909091,1.03962,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10001760,Alopecia,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10014581,Encephalitis,1,108,1,1089,10.0,1.41064,0.00917431
10355,Temazepam,136411,sildenafil,10019304,Heart rate irregular,1,155,2,1558,5.0,1.22186,0.00641026
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019304,Heart rate irregular,1,108,2,1088,5.0,1.22062,0.00917431
10355,Temazepam,136411,sildenafil,10053762,Off label use,3,153,21,1539,1.42857,0.611475,0.0192308
161,Acetaminophen,1546438,glycopyrronium,10053762,Off label use,1,22,3,227,3.33333,1.1338,0.0434783
7781,Oxazepam,9863,Sodium Chloride,10053762,Off label use,1,34,2,348,5.0,1.21185,0.0285714
10355,Temazepam,136411,sildenafil,10035528,Platelet count decreased,3,153,9,1551,3.33333,0.661357,0.0192308
10355,Temazepam,136411,sildenafil,10047943,White blood cell count increased,1,155,7,1553,1.42857,1.06574,0.00641026
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047943,White blood cell count increased,2,107,2,1088,10.0,0.994941,0.0183486
10355,Temazepam,136411,sildenafil,10044565,Tremor,2,154,16,1544,1.25,0.745284,0.0128205
161,Acetaminophen,1546438,glycopyrronium,10044565,Tremor,1,22,2,228,5.0,1.20506,0.0434783
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10044565,Tremor,2,107,11,1079,1.81818,0.762114,0.0183486
10324,Tamoxifen,8640,Prednisone,10049866,Aphagia,1,140,1,1409,10.0,1.41145,0.0070922
10355,Temazepam,136411,sildenafil,10021789,Infection,5,151,5,1555,10.0,0.626856,0.0320513
7781,Oxazepam,9863,Sodium Chloride,10021789,Infection,1,34,5,345,2.0,1.081,0.0285714
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021789,Infection,1,108,8,1082,1.25,1.05589,0.00917431
10324,Tamoxifen,8640,Prednisone,10029354,Neutropenia,3,138,8,1402,3.75,0.671217,0.0212766
10355,Temazepam,136411,sildenafil,10029354,Neutropenia,3,153,7,1553,4.28571,0.684937,0.0192308
161,Acetaminophen,1546438,glycopyrronium,10029354,Neutropenia,1,22,2,228,5.0,1.20506,0.0434783
10324,Tamoxifen,8640,Prednisone,10018836,Haematochezia,1,140,1,1409,10.0,1.41145,0.0070922
10355,Temazepam,136411,sildenafil,10018836,Haematochezia,2,154,1,1559,20.0,1.22186,0.0128205
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018836,Haematochezia,1,108,2,1088,5.0,1.22062,0.00917431
10324,Tamoxifen,8640,Prednisone,10038063,Rectal haemorrhage,1,140,2,1408,5.0,1.22156,0.0070922
10324,Tamoxifen,8640,Prednisone,10047513,Vision blurred,7,134,8,1402,8.75,0.509957,0.0496454
10355,Temazepam,136411,sildenafil,10047513,Vision blurred,3,153,8,1552,3.75,0.671775,0.0192308
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047513,Vision blurred,1,108,6,1084,1.66667,1.07544,0.00917431
10324,Tamoxifen,8640,Prednisone,10047531,Visual acuity reduced,1,140,6,1404,1.66667,1.07651,0.0070922
7781,Oxazepam,9863,Sodium Chloride,10064353,Wrong technique in drug usage process,3,32,3,347,10.0,0.797018,0.0857143
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10064353,Wrong technique in drug usage process,1,108,7,1083,1.42857,1.06431,0.00917431
10355,Temazepam,136411,sildenafil,10054112,Hospitalisation,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10061218,Inflammation,2,154,3,1557,6.66667,0.909001,0.0128205
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061218,Inflammation,1,108,2,1088,5.0,1.22062,0.00917431
10355,Temazepam,136411,sildenafil,10020937,Hypoaesthesia,4,152,17,1543,2.35294,0.549338,0.025641
1808,Bumetanide,7824,Oxytocin,10020937,Hypoaesthesia,1,13,4,136,2.5,1.08233,0.0714286
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10020937,Hypoaesthesia,1,108,9,1081,1.11111,1.04929,0.00917431
10324,Tamoxifen,8640,Prednisone,10048334,Mobility decreased,1,140,7,1403,1.42857,1.06539,0.0070922
10355,Temazepam,136411,sildenafil,10048334,Mobility decreased,2,154,3,1557,6.66667,0.909001,0.0128205
10355,Temazepam,136411,sildenafil,10028411,Myalgia,4,152,18,1542,2.22222,0.546355,0.025641
1808,Bumetanide,7824,Oxytocin,10028411,Myalgia,1,13,3,137,3.33333,1.12016,0.0714286
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028411,Myalgia,3,106,10,1080,3.0,0.65057,0.0275229
10324,Tamoxifen,8640,Prednisone,10010741,Conjunctivitis,1,140,2,1408,5.0,1.22156,0.0070922
10324,Tamoxifen,8640,Prednisone,10008469,Chest discomfort,4,137,11,1399,3.63636,0.577155,0.0283688
10355,Temazepam,136411,sildenafil,10008469,Chest discomfort,2,154,11,1549,1.81818,0.764106,0.0128205
7781,Oxazepam,9863,Sodium Chloride,10008469,Chest discomfort,1,34,4,346,2.5,1.10389,0.0285714
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10008469,Chest discomfort,2,107,8,1082,2.5,0.784161,0.0183486
10355,Temazepam,136411,sildenafil,10047461,Viral infection,2,154,3,1557,6.66667,0.909001,0.0128205
7781,Oxazepam,9863,Sodium Chloride,10019303,Heart rate increased,1,34,1,349,10.0,1.40306,0.0285714
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019303,Heart rate increased,1,108,6,1084,1.66667,1.07544,0.00917431
10355,Temazepam,136411,sildenafil,10052904,Musculoskeletal stiffness,2,154,6,1554,3.33333,0.812167,0.0128205
10355,Temazepam,136411,sildenafil,10035664,Pneumonia,6,150,29,1531,2.06897,0.440566,0.0384615
7781,Oxazepam,9863,Sodium Chloride,10035664,Pneumonia,2,33,5,345,4.0,0.817662,0.0571429
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10035664,Pneumonia,5,104,14,1076,3.57143,0.511211,0.0458716
10324,Tamoxifen,8640,Prednisone,10037660,Pyrexia,5,136,28,1382,1.78571,0.477402,0.035461
10355,Temazepam,136411,sildenafil,10037660,Pyrexia,10,146,37,1523,2.7027,0.346375,0.0641026
1808,Bumetanide,7824,Oxytocin,10037660,Pyrexia,1,13,1,139,10.0,1.38616,0.0714286
7781,Oxazepam,9863,Sodium Chloride,10037660,Pyrexia,2,33,7,343,2.85714,0.781939,0.0571429
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10037660,Pyrexia,4,105,29,1061,1.37931,0.523823,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10051792,Infusion related reaction,1,108,2,1088,5.0,1.22062,0.00917431
10324,Tamoxifen,8640,Prednisone,10010264,Condition aggravated,2,139,13,1397,1.53846,0.754402,0.0141844
10355,Temazepam,136411,sildenafil,10010264,Condition aggravated,7,149,17,1543,4.11765,0.441168,0.0448718
161,Acetaminophen,1546438,glycopyrronium,10010264,Condition aggravated,1,22,2,228,5.0,1.20506,0.0434783
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10010264,Condition aggravated,5,104,7,1083,7.14286,0.576858,0.0458716
10324,Tamoxifen,8640,Prednisone,10061818,Disease progression,1,140,10,1400,1.0,1.04508,0.0070922
10355,Temazepam,136411,sildenafil,10061818,Disease progression,1,155,13,1547,0.769231,1.03435,0.00641026
10355,Temazepam,136411,sildenafil,10064911,Pulmonary arterial hypertension,3,153,2,1558,15.0,0.909001,0.0192308
10324,Tamoxifen,8640,Prednisone,10003445,Ascites,3,138,3,1407,10.0,0.811705,0.0212766
10355,Temazepam,136411,sildenafil,10007554,Cardiac failure,2,154,10,1550,2.0,0.770032,0.0128205
10355,Temazepam,136411,sildenafil,10038435,Renal failure,6,150,12,1548,5.0,0.492898,0.0384615
1808,Bumetanide,7824,Oxytocin,10038435,Renal failure,1,13,1,139,10.0,1.38616,0.0714286
161,Acetaminophen,1546438,glycopyrronium,10038435,Renal failure,2,21,3,227,6.66667,0.886288,0.0869565
7781,Oxazepam,9863,Sodium Chloride,10038435,Renal failure,1,34,2,348,5.0,1.21185,0.0285714
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10038435,Renal failure,1,108,12,1078,0.833333,1.03597,0.00917431
10324,Tamoxifen,8640,Prednisone,10003658,Atrial fibrillation,2,139,11,1399,1.81818,0.763615,0.0141844
10355,Temazepam,136411,sildenafil,10003658,Atrial fibrillation,7,149,14,1546,5.0,0.45523,0.0448718
1808,Bumetanide,7824,Oxytocin,10003658,Atrial fibrillation,1,13,2,138,5.0,1.19224,0.0714286
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003658,Atrial fibrillation,1,108,7,1083,1.42857,1.06431,0.00917431
10355,Temazepam,136411,sildenafil,10064684,Device dislocation,1,155,6,1554,1.66667,1.07685,0.00641026
10355,Temazepam,136411,sildenafil,10039580,Scar,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10005557,Blood glucose increased,1,155,16,1544,0.625,1.02735,0.00641026
1808,Bumetanide,7824,Oxytocin,10005557,Blood glucose increased,1,13,1,139,10.0,1.38616,0.0714286
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005557,Blood glucose increased,1,108,11,1079,0.909091,1.03962,0.00917431
10355,Temazepam,136411,sildenafil,10019663,Hepatic failure,1,155,2,1558,5.0,1.22186,0.00641026
7781,Oxazepam,9863,Sodium Chloride,10019663,Hepatic failure,1,34,1,349,10.0,1.40306,0.0285714
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10023232,Joint swelling,3,106,7,1083,4.28571,0.682714,0.0275229
10355,Temazepam,136411,sildenafil,10003553,Asthma,1,155,7,1553,1.42857,1.06574,0.00641026
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10069327,Product quality issue,2,107,10,1080,2.0,0.768055,0.0183486
10355,Temazepam,136411,sildenafil,10060933,Adverse event,1,155,10,1550,1.0,1.04544,0.00641026
161,Acetaminophen,1546438,glycopyrronium,10009866,Cold sweat,1,22,1,229,10.0,1.3972,0.0434783
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10009866,Cold sweat,1,108,2,1088,5.0,1.22062,0.00917431
1808,Bumetanide,7824,Oxytocin,10001949,Amnesia,1,13,1,139,10.0,1.38616,0.0714286
10324,Tamoxifen,8640,Prednisone,10013036,Diplopia,2,139,2,1408,10.0,0.996092,0.0141844
10355,Temazepam,136411,sildenafil,10013036,Diplopia,1,155,2,1558,5.0,1.22186,0.00641026
10324,Tamoxifen,8640,Prednisone,10021114,Hypothyroidism,2,139,6,1404,3.33333,0.811705,0.0141844
10355,Temazepam,136411,sildenafil,10021114,Hypothyroidism,1,155,6,1554,1.66667,1.07685,0.00641026
10324,Tamoxifen,8640,Prednisone,10002383,Angina pectoris,2,139,1,1409,20.0,1.22156,0.0141844
10355,Temazepam,136411,sildenafil,10002383,Angina pectoris,1,155,6,1554,1.66667,1.07685,0.00641026
10324,Tamoxifen,8640,Prednisone,10033661,Pancytopenia,5,136,4,1406,12.5,0.66498,0.035461
10355,Temazepam,136411,sildenafil,10033661,Pancytopenia,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10047924,Wheezing,1,155,3,1557,3.33333,1.15164,0.00641026
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047924,Wheezing,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019016,Haemorrhagic stroke,1,108,1,1089,10.0,1.41064,0.00917431
10355,Temazepam,136411,sildenafil,10025102,Lung infiltration,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10064658,Osteonecrosis of jaw,4,152,2,1558,20.0,0.861945,0.025641
10355,Temazepam,136411,sildenafil,10062519,Poor quality sleep,1,155,1,1559,10.0,1.41172,0.00641026
10324,Tamoxifen,8640,Prednisone,10005148,Blepharitis,1,140,1,1409,10.0,1.41145,0.0070922
10324,Tamoxifen,8640,Prednisone,10007739,Cataract,5,136,7,1403,7.14286,0.57884,0.035461
10355,Temazepam,136411,sildenafil,10007739,Cataract,1,155,9,1551,1.11111,1.05074,0.00641026
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10007739,Cataract,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10008111,Cerebral haemorrhage,1,108,5,1085,2.0,1.09083,0.00917431
10355,Temazepam,136411,sildenafil,10061428,Decreased appetite,2,154,19,1541,1.05263,0.738634,0.0128205
1808,Bumetanide,7824,Oxytocin,10061428,Decreased appetite,3,11,1,139,30.0,1.12016,0.214286
7781,Oxazepam,9863,Sodium Chloride,10061428,Decreased appetite,2,33,4,346,5.0,0.847686,0.0571429
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061428,Decreased appetite,3,106,7,1083,4.28571,0.682714,0.0275229
10355,Temazepam,136411,sildenafil,10013781,Dry mouth,1,155,7,1553,1.42857,1.06574,0.00641026
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013781,Dry mouth,4,105,3,1087,13.3333,0.757127,0.0366972
10324,Tamoxifen,8640,Prednisone,10013971,Dyspnoea exertional,3,138,1,1409,30.0,1.15132,0.0212766
10355,Temazepam,136411,sildenafil,10013971,Dyspnoea exertional,1,155,1,1559,10.0,1.41172,0.00641026
1808,Bumetanide,7824,Oxytocin,10013971,Dyspnoea exertional,1,13,1,139,10.0,1.38616,0.0714286
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013971,Dyspnoea exertional,2,107,1,1089,20.0,1.22062,0.0183486
10324,Tamoxifen,8640,Prednisone,10014020,Ear pain,2,139,2,1408,10.0,0.996092,0.0141844
1808,Bumetanide,7824,Oxytocin,10014184,Eczema,1,13,1,139,10.0,1.38616,0.0714286
10324,Tamoxifen,8640,Prednisone,10020635,Hyperglycaemia,3,138,2,1408,15.0,0.908588,0.0212766
161,Acetaminophen,1546438,glycopyrronium,10020635,Hyperglycaemia,1,22,1,229,10.0,1.3972,0.0434783
10355,Temazepam,136411,sildenafil,10021015,Hypokalaemia,1,155,10,1550,1.0,1.04544,0.00641026
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021015,Hypokalaemia,2,107,3,1087,6.66667,0.907327,0.0183486
10324,Tamoxifen,8640,Prednisone,10031009,Oral pain,3,138,1,1409,30.0,1.15132,0.0212766
10355,Temazepam,136411,sildenafil,10031009,Oral pain,2,154,3,1557,6.66667,0.909001,0.0128205
10355,Temazepam,136411,sildenafil,10033433,Pain in jaw,4,152,4,1556,10.0,0.702103,0.025641
1808,Bumetanide,7824,Oxytocin,10033433,Pain in jaw,1,13,1,139,10.0,1.38616,0.0714286
10355,Temazepam,136411,sildenafil,10036018,Pollakiuria,3,153,3,1557,10.0,0.812167,0.0192308
10324,Tamoxifen,8640,Prednisone,10040012,Sensitivity of teeth,1,140,1,1409,10.0,1.41145,0.0070922
10355,Temazepam,136411,sildenafil,10040560,Shock,1,155,5,1555,2.0,1.09222,0.00641026
10355,Temazepam,136411,sildenafil,10040829,Skin discolouration,2,154,1,1559,20.0,1.22186,0.0128205
10355,Temazepam,136411,sildenafil,10041235,Snoring,1,155,3,1557,3.33333,1.15164,0.00641026
1808,Bumetanide,7824,Oxytocin,10041466,Speech disorder,1,13,1,139,10.0,1.38616,0.0714286
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10041466,Speech disorder,3,106,1,1089,30.0,1.15032,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10043528,Throat tightness,1,108,1,1089,10.0,1.41064,0.00917431
10355,Temazepam,136411,sildenafil,10046543,Urinary incontinence,1,155,2,1558,5.0,1.22186,0.00641026
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10046543,Urinary incontinence,1,108,2,1088,5.0,1.22062,0.00917431
10355,Temazepam,136411,sildenafil,10046735,Urticaria,2,154,8,1552,2.5,0.786097,0.0128205
7781,Oxazepam,9863,Sodium Chloride,10046735,Urticaria,1,34,4,346,2.5,1.10389,0.0285714
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10046735,Urticaria,2,107,6,1084,3.33333,0.810293,0.0183486
10324,Tamoxifen,8640,Prednisone,10047650,Vitreous detachment,1,140,2,1408,5.0,1.22156,0.0070922
10355,Temazepam,136411,sildenafil,10028372,Muscular weakness,6,150,10,1550,6.0,0.509525,0.0384615
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028372,Muscular weakness,1,108,6,1084,1.66667,1.07544,0.00917431
10355,Temazepam,136411,sildenafil,10045285,Ulcer,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10013554,Diverticulum,3,153,3,1557,10.0,0.812167,0.0192308
1808,Bumetanide,7824,Oxytocin,10013554,Diverticulum,1,13,1,139,10.0,1.38616,0.0714286
10324,Tamoxifen,8640,Prednisone,10020993,Hypoglycaemia,1,140,2,1408,5.0,1.22156,0.0070922
10355,Temazepam,136411,sildenafil,10020993,Hypoglycaemia,1,155,7,1553,1.42857,1.06574,0.00641026
1808,Bumetanide,7824,Oxytocin,10020993,Hypoglycaemia,1,13,1,139,10.0,1.38616,0.0714286
7781,Oxazepam,9863,Sodium Chloride,10020993,Hypoglycaemia,2,33,2,348,10.0,0.98416,0.0571429
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10020993,Hypoglycaemia,1,108,5,1085,2.0,1.09083,0.00917431
10324,Tamoxifen,8640,Prednisone,10056819,Gastric disorder,1,140,3,1407,3.33333,1.15132,0.0070922
10355,Temazepam,136411,sildenafil,10056819,Gastric disorder,1,155,2,1558,5.0,1.22186,0.00641026
1808,Bumetanide,7824,Oxytocin,10020603,Hypercholesterolaemia,1,13,1,139,10.0,1.38616,0.0714286
10324,Tamoxifen,8640,Prednisone,10051676,Metastases to peritoneum,1,140,1,1409,10.0,1.41145,0.0070922
10355,Temazepam,136411,sildenafil,10029148,Nephrolithiasis,2,154,4,1556,5.0,0.861945,0.0128205
10355,Temazepam,136411,sildenafil,10031282,Osteoporosis,3,153,3,1557,10.0,0.812167,0.0192308
10324,Tamoxifen,8640,Prednisone,10033645,Pancreatitis,1,140,9,1401,1.11111,1.05039,0.0070922
10355,Temazepam,136411,sildenafil,10033645,Pancreatitis,3,153,12,1548,2.5,0.640012,0.0192308
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033645,Pancreatitis,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10029202,Nervous system disorder,4,105,1,1089,40.0,1.11351,0.0366972
